Open Time,Open,High,Low,Close,Volume
2024-12-01 12:45:00,0.8882000,0.8979000,0.8875000,0.8920000,446752
2024-12-01 13:00:00,0.8920000,0.9038000,0.8899000,0.9010000,498494
2024-12-01 13:15:00,0.9015000,0.9178000,0.8975000,0.9173000,1174282
2024-12-01 13:30:00,0.9174000,0.9195000,0.9088000,0.9149000,1276943
2024-12-01 13:45:00,0.9148000,0.9184000,0.9069000,0.9114000,1073661
2024-12-01 14:00:00,0.9116000,0.9169000,0.9048000,0.9131000,640015
2024-12-01 14:15:00,0.9132000,0.9180000,0.9050000,0.9057000,572575
2024-12-01 14:30:00,0.9057000,0.9064000,0.9004000,0.9055000,690685
2024-12-01 14:45:00,0.9054000,0.9110000,0.9040000,0.9090000,451455
2024-12-01 15:00:00,0.9088000,0.9162000,0.9064000,0.9142000,347519
2024-12-01 15:15:00,0.9143000,0.9197000,0.9110000,0.9187000,502854
2024-12-01 15:30:00,0.9188000,0.9366000,0.9176000,0.9232000,1409768
2024-12-01 15:45:00,0.9226000,0.9256000,0.9120000,0.9148000,1007101
2024-12-01 16:00:00,0.9148000,0.9178000,0.9090000,0.9111000,843861
2024-12-01 16:15:00,0.9110000,0.9243000,0.9049000,0.9219000,946809
2024-12-01 16:30:00,0.9219000,0.9250000,0.9136000,0.9195000,467948
2024-12-01 16:45:00,0.9198000,0.9210000,0.9107000,0.9120000,423718
2024-12-01 17:00:00,0.9120000,0.9154000,0.9041000,0.9105000,751850
2024-12-01 17:15:00,0.9103000,0.9159000,0.9060000,0.9079000,425943
2024-12-01 17:30:00,0.9079000,0.9101000,0.9040000,0.9093000,231336
2024-12-01 17:45:00,0.9095000,0.9147000,0.9090000,0.9135000,147345
2024-12-01 18:00:00,0.9131000,0.9230000,0.9126000,0.9206000,383414
2024-12-01 18:15:00,0.9205000,0.9285000,0.9199000,0.9276000,555633
2024-12-01 18:30:00,0.9274000,0.9337000,0.9244000,0.9326000,365351
2024-12-01 18:45:00,0.9325000,0.9370000,0.9233000,0.9270000,746389
2024-12-01 19:00:00,0.9271000,0.9380000,0.9244000,0.9360000,389355
2024-12-01 19:15:00,0.9358000,0.9384000,0.9188000,0.9268000,1069046
2024-12-01 19:30:00,0.9268000,0.9307000,0.9194000,0.9201000,1945542
2024-12-01 19:45:00,0.9201000,0.9250000,0.9103000,0.9232000,1126024
