Open Time,Open,High,Low,Close,Volume
2024-12-06 15:00:00,7.4490000,7.7480000,6.9070000,7.0220000,369649.8
2024-12-06 15:15:00,7.0130000,7.4900000,6.9930000,7.4300000,319062.2
2024-12-06 15:30:00,7.4230000,7.5870000,7.1500000,7.5080000,332377.7
2024-12-06 15:45:00,7.5160000,7.5800000,7.2580000,7.3260000,447440.0
2024-12-06 16:00:00,7.3240000,8.1580000,7.2810000,8.1250000,1259540.5
2024-12-06 16:15:00,8.1340000,8.1410000,7.7910000,7.9860000,649892.7
2024-12-06 16:30:00,7.9860000,7.9860000,7.5560000,7.6880000,617836.1
2024-12-06 16:45:00,7.6880000,7.7360000,7.4560000,7.6670000,379147.7
2024-12-06 17:00:00,7.6670000,7.7100000,7.4150000,7.4220000,377786.7
2024-12-06 17:15:00,7.4200000,7.4790000,7.3300000,7.3300000,453818.0
2024-12-06 17:30:00,7.3300000,7.3310000,7.1620000,7.1930000,235726.5
