Open Time,Open,High,Low,Close,Volume
2024-12-01 12:45:00,0.0457970,0.0458320,0.0455480,0.0456630,1484749
2024-12-01 13:00:00,0.0456580,0.0458350,0.0454470,0.0457690,2165788
2024-12-01 13:15:00,0.0457740,0.0461060,0.0457160,0.0460160,3042889
2024-12-01 13:30:00,0.0460100,0.0461000,0.0458940,0.0460400,2117816
2024-12-01 13:45:00,0.0460400,0.0471610,0.0459790,0.0470570,5127315
2024-12-01 14:00:00,0.0470250,0.0471830,0.0464570,0.0466260,7207852
2024-12-01 14:15:00,0.0466210,0.0468460,0.0463930,0.0464150,3041892
2024-12-01 14:30:00,0.0464050,0.0467800,0.0461990,0.0466040,3664119
2024-12-01 14:45:00,0.0465870,0.0467850,0.0463960,0.0467140,2801523
2024-12-01 15:00:00,0.0467080,0.0470030,0.0466370,0.0469840,5093168
2024-12-01 15:15:00,0.0469980,0.0479060,0.0468600,0.0479060,4808923
2024-12-01 15:30:00,0.0479060,0.0480110,0.0475640,0.0476930,7968301
2024-12-01 15:45:00,0.0476930,0.0479340,0.0475200,0.0477760,3043711
2024-12-01 16:00:00,0.0477910,0.0486880,0.0477420,0.0478790,8660425
2024-12-01 16:15:00,0.0478640,0.0481520,0.0475770,0.0480230,5433735
2024-12-01 16:30:00,0.0480090,0.0484840,0.0478220,0.0483560,4431632
2024-12-01 16:45:00,0.0483810,0.0484520,0.0477200,0.0478950,7946656
2024-12-01 17:00:00,0.0479190,0.0479920,0.0471150,0.0472880,7850507
2024-12-01 17:15:00,0.0472930,0.0473910,0.0467820,0.0470470,7184261
2024-12-01 17:30:00,0.0470630,0.0471670,0.0468750,0.0470550,4316870
2024-12-01 17:45:00,0.0470510,0.0470870,0.0467560,0.0469590,3863032
2024-12-01 18:00:00,0.0469430,0.0472860,0.0468410,0.0469170,3100715
2024-12-01 18:15:00,0.0468920,0.0469760,0.0466570,0.0468810,3390291
2024-12-01 18:30:00,0.0468250,0.0470320,0.0467830,0.0468480,1999705
2024-12-01 18:45:00,0.0468520,0.0469780,0.0462920,0.0464350,4834839
2024-12-01 19:00:00,0.0464470,0.0468350,0.0463650,0.0467090,4099247
2024-12-01 19:15:00,0.0466870,0.0467580,0.0462240,0.0463950,3983462
2024-12-01 19:30:00,0.0463900,0.0466870,0.0463380,0.0464060,5733581
2024-12-01 19:45:00,0.0464150,0.0465640,0.0460940,0.0463340,2972109
2024-12-01 20:00:00,0.0463240,0.0463520,0.0455720,0.0455940,3754099
2024-12-01 20:15:00,0.0455830,0.0458950,0.0454610,0.0455440,3231150
2024-12-01 20:30:00,0.0455540,0.0458490,0.0454570,0.0457410,2702557
