Open Time,Open,High,Low,Close,Volume
2024-12-01 12:45:00,0.6043700,0.6061500,0.6037600,0.6043800,232142
2024-12-01 13:00:00,0.6043200,0.6064800,0.6027400,0.6052800,260886
2024-12-01 13:15:00,0.6053200,0.6081700,0.6049600,0.6076600,234283
2024-12-01 13:30:00,0.6079200,0.6106400,0.6077800,0.6105100,211464
2024-12-01 13:45:00,0.6105100,0.6148900,0.6089700,0.6135100,835734
2024-12-01 14:00:00,0.6136400,0.6136400,0.6101900,0.6110700,278114
2024-12-01 14:15:00,0.6109400,0.6157300,0.6103600,0.6155200,350157
2024-12-01 14:30:00,0.6154200,0.6211300,0.6129400,0.6186600,599592
2024-12-01 14:45:00,0.6184800,0.6211900,0.6159300,0.6172700,445354
2024-12-01 15:00:00,0.6174100,0.6189500,0.6160400,0.6181000,439122
2024-12-01 15:15:00,0.6181100,0.6196100,0.6169500,0.6191600,314003
2024-12-01 15:30:00,0.6191500,0.6192500,0.6150200,0.6169500,550420
2024-12-01 15:45:00,0.6169500,0.6187100,0.6146100,0.6162200,442860
2024-12-01 16:00:00,0.6163700,0.6200700,0.6157900,0.6193600,251752
2024-12-01 16:15:00,0.6195000,0.6203000,0.6181000,0.6196800,391915
2024-12-01 16:30:00,0.6196800,0.6257000,0.6189200,0.6233400,865295
2024-12-01 16:45:00,0.6233900,0.6257500,0.6199500,0.6205900,424451
2024-12-01 17:00:00,0.6207100,0.6215300,0.6111900,0.6129800,814371
2024-12-01 17:15:00,0.6129700,0.6136400,0.6093100,0.6109700,278960
2024-12-01 17:30:00,0.6110300,0.6125300,0.6094700,0.6124200,213811
2024-12-01 17:45:00,0.6122700,0.6149700,0.6122300,0.6145000,119697
2024-12-01 18:00:00,0.6143900,0.6169100,0.6140600,0.6149500,140747
2024-12-01 18:15:00,0.6148100,0.6165600,0.6136100,0.6146600,165078
2024-12-01 18:30:00,0.6145400,0.6147900,0.6127900,0.6135500,122476
2024-12-01 18:45:00,0.6133300,0.6134200,0.6072600,0.6095400,315292
2024-12-01 19:00:00,0.6095400,0.6104700,0.6077300,0.6090100,224896
2024-12-01 19:15:00,0.6090200,0.6098700,0.6018400,0.6037800,545129
2024-12-01 19:30:00,0.6038300,0.6051000,0.6012600,0.6012600,205493
