Open Time,Open,High,Low,Close,Volume
2024-12-01 12:45:00,3.3483000,3.3864000,3.3414000,3.3586000,399274.4
2024-12-01 13:00:00,3.3578000,3.3718000,3.3397000,3.3695000,181978.9
2024-12-01 13:15:00,3.3686000,3.3741000,3.3483000,3.3506000,276894.2
2024-12-01 13:30:00,3.3506000,3.3526000,3.3224000,3.3307000,268254.9
2024-12-01 13:45:00,3.3299000,3.3540000,3.3266000,3.3464000,158470.4
2024-12-01 14:00:00,3.3467000,3.3490000,3.3237000,3.3328000,199371.1
2024-12-01 14:15:00,3.3321000,3.3452000,3.3137000,3.3182000,141258.4
2024-12-01 14:30:00,3.3175000,3.3263000,3.3046000,3.3190000,182735.7
2024-12-01 14:45:00,3.3184000,3.3268000,3.3142000,3.3233000,147402.8
2024-12-01 15:00:00,3.3232000,3.3240000,3.3021000,3.3095000,123859.7
2024-12-01 15:15:00,3.3094000,3.3320000,3.3043000,3.3299000,116283.9
2024-12-01 15:30:00,3.3305000,3.3320000,3.3089000,3.3201000,301068.6
2024-12-01 15:45:00,3.3202000,3.3278000,3.3024000,3.3206000,187074.0
2024-12-01 16:00:00,3.3199000,3.3238000,3.3032000,3.3137000,136836.5
2024-12-01 16:15:00,3.3135000,3.3236000,3.2971000,3.3194000,229788.5
2024-12-01 16:30:00,3.3193000,3.3388000,3.3157000,3.3367000,241748.4
2024-12-01 16:45:00,3.3369000,3.3383000,3.3067000,3.3099000,200423.4
2024-12-01 17:00:00,3.3100000,3.3105000,3.2708000,3.2752000,273596.2
2024-12-01 17:15:00,3.2753000,3.2835000,3.2621000,3.2695000,313110.9
2024-12-01 17:30:00,3.2694000,3.2904000,3.2653000,3.2892000,95777.5
2024-12-01 17:45:00,3.2889000,3.2997000,3.2870000,3.2950000,128989.0
2024-12-01 18:00:00,3.2939000,3.3813000,3.2908000,3.3631000,875208.6
2024-12-01 18:15:00,3.3631000,3.3745000,3.3418000,3.3471000,243103.2
2024-12-01 18:30:00,3.3470000,3.3524000,3.3386000,3.3408000,142664.4
2024-12-01 18:45:00,3.3406000,3.3406000,3.3093000,3.3120000,189749.2
2024-12-01 19:00:00,3.3120000,3.3197000,3.3004000,3.3061000,126015.9
2024-12-01 19:15:00,3.3061000,3.3063000,3.2680000,3.2745000,530621.7
2024-12-01 19:30:00,3.2743000,3.2815000,3.2580000,3.2606000,400239.1
2024-12-01 19:45:00,3.2597000,3.2819000,3.2449000,3.2761000,372789.5
2024-12-01 20:00:00,3.2763000,3.2812000,3.2412000,3.2621000,213287.8
2024-12-01 20:15:00,3.2621000,3.2801000,3.2450000,3.2484000,253052.2
2024-12-01 20:30:00,3.2486000,3.2654000,3.2400000,3.2618000,159998.6
2024-12-01 20:45:00,3.2618000,3.2710000,3.2524000,3.2585000,107095.0
2024-12-01 21:00:00,3.2584000,3.2740000,3.2480000,3.2678000,197260.8
2024-12-01 21:15:00,3.2674000,3.2776000,3.2669000,3.2704000,73530.2
2024-12-01 21:30:00,3.2704000,3.2820000,3.2630000,3.2686000,93227.9
2024-12-01 21:45:00,3.2685000,3.2799000,3.2637000,3.2721000,95934.0
2024-12-01 22:00:00,3.2725000,3.2984000,3.2673000,3.2852000,143302.5
2024-12-01 22:15:00,3.2843000,3.3130000,3.2711000,3.3010000,159139.8
2024-12-01 22:30:00,3.3010000,3.3116000,3.2968000,3.3030000,79186.4
2024-12-01 22:45:00,3.3029000,3.3172000,3.2947000,3.3133000,89229.4
2024-12-01 23:00:00,3.3138000,3.3437000,3.3120000,3.3433000,141317.2
2024-12-01 23:15:00,3.3423000,3.3495000,3.3217000,3.3461000,184820.1
2024-12-01 23:30:00,3.3464000,3.3521000,3.3229000,3.3316000,226725.0
2024-12-01 23:45:00,3.3315000,3.3429000,3.3082000,3.3284000,208387.5
